image,gt,pred,confidence,pre_ms,infer_ms,post_ms,total_ms,correct
a613fd6e-d2b1-42a4-8c91-10200fe374f5.jpg,one,one,0.9978,0.960,284.874,0.008,285.843,1
9e4e03db-dbf7-4b62-b1a0-58e19896cbd5.jpg,fist,fist,1.0000,0.960,284.874,0.008,285.842,1
0f3322d6-e395-4e75-82c2-7c1a53cfa0ef.jpg,one,one,1.0000,0.960,284.874,0.008,285.842,1
9eb4bfad-495a-495a-871a-8a747694a09a.jpg,others,others,0.9346,0.960,284.874,0.008,285.842,1
6fd91d60-92ef-4343-a30b-e60ca7c716b3.jpg,one,one,0.9893,0.960,284.874,0.008,285.842,1
faac9e24-0c83-4f75-8696-313e27c3df66.jpg,pinkie,rock,0.7291,0.960,284.874,0.008,285.842,0
4e7a5d4d-dd19-43df-b6ee-5718be87e2b3.jpg,rock,rock,0.3267,0.960,284.875,0.008,285.843,1
fdc4f46f-9d3f-41f4-a7b3-996541acdb51.jpg,one,one,0.8108,0.960,284.874,0.008,285.842,1
4f3d8a55-cf5f-4887-b0e3-23dd3f558536.jpg,palm,palm,1.0000,0.960,284.874,0.008,285.843,1
76ea3bf1-8810-449a-986c-da32b0956b8b.jpg,fist,fist,0.9999,0.960,284.874,0.008,285.843,1
4f4f2af9-6e4b-4440-9a7a-ba9fe7f7bd38.jpg,palm,palm,0.9985,0.960,284.875,0.008,285.843,1
b2c3059f-0994-4663-9f89-5e0fa9e02c55.jpg,pinkie,pinkie,0.9998,0.960,284.874,0.008,285.843,1
61081324-db82-4a77-9e9e-15bbcb0b83ef.jpg,palm,palm,0.9915,0.960,284.875,0.008,285.843,1
1cd7bd15-eb16-4af8-a699-ffbaae0b6ad0.jpg,rock,rock,0.9990,0.960,284.875,0.008,285.843,1
cc1a8c58-e0ef-445b-bb21-6b8f1893d375.jpg,fist,fist,0.9060,0.960,284.874,0.008,285.842,1
67c9c14c-aa30-4623-b44f-00aa0b5dd871.jpg,others,others,0.8153,0.960,284.875,0.008,285.843,1
b3cf8d97-1fa4-4892-8f2a-d20c69e79cff.jpg,others,others,0.6780,0.960,284.874,0.008,285.842,1
0d314bc7-970c-4056-97d0-0fa40b8ef1fc.jpg,one,one,0.5786,0.960,284.875,0.008,285.843,1
e376c142-6da6-49f2-a976-4590e785d272.jpg,pinkie,pinkie,0.9441,0.960,284.875,0.008,285.843,1
f72e2361-6fab-4294-8186-a5ff57055861.jpg,fist,fist,0.9441,0.960,284.875,0.008,285.843,1
2428275d-b7ba-4091-9c99-44849d8db3ac.jpg,rock,rock,0.9968,0.960,284.874,0.008,285.843,1
e8799c7b-6d30-41c5-b5ee-f8ff43c74369.jpg,rock,rock,0.9721,0.960,284.874,0.008,285.842,1
9ddabff5-4ec0-4d33-b394-9a1162e75f36.jpg,one,one,0.9871,0.960,284.875,0.008,285.844,1
a77971be-f742-4b78-a204-c3454b07ab43.jpg,fist,fist,0.8906,0.960,284.875,0.008,285.843,1
ee74ab4b-79fc-45a9-88d7-a9b9fa18c7ce.jpg,others,others,0.9920,0.960,284.875,0.008,285.843,1
f88f9f9c-4c86-4bec-8947-de44d55acef2.jpg,palm,palm,0.9996,0.960,284.875,0.008,285.843,1
6197c018-e697-43e8-ba73-f4c26ae15c26.jpg,pinkie,pinkie,1.0000,0.960,284.875,0.008,285.843,1
1f05f095-dcd1-4c44-bfcc-0fb57ca49a9f.jpg,others,others,0.9853,0.960,284.874,0.008,285.843,1
646100b0-144a-4675-9d5b-9c36964008ff.jpg,fist,fist,0.9998,0.960,284.875,0.008,285.843,1
39a05068-7c88-4e39-898e-35c4f823426d.jpg,palm,palm,0.9997,0.960,284.874,0.008,285.843,1
8b8f0f36-73b7-41bd-95bc-bcb8bb341d0a.jpg,one,one,0.9909,0.960,284.874,0.008,285.842,1
4ab6c9db-80a6-4857-b513-b10b5835e1d5.jpg,pinkie,one,0.5625,0.960,284.874,0.008,285.842,0
e911c0d5-02e1-4cf2-bb24-a9d53b38f43d.jpg,fist,fist,1.0000,0.960,284.874,0.008,285.842,1
14e21dc8-67c9-4a6c-a697-7c629cd6589e.jpg,one,one,0.9177,0.960,284.874,0.008,285.842,1
d4cd4959-901b-4ab8-8834-df42d84341b1.jpg,one,one,1.0000,0.960,284.874,0.008,285.842,1
9a5d45a8-6ba6-4370-a568-9eceec7dec5b.jpg,palm,palm,1.0000,0.960,284.875,0.008,285.843,1
a19206b7-1417-4666-be4a-20a65baaa3fb.jpg,rock,rock,0.9999,0.960,284.875,0.008,285.843,1
9efbb722-c7f5-41be-b536-66cdc1d7d997.jpg,pinkie,pinkie,0.9941,0.960,284.874,0.008,285.842,1
21371879-d808-492d-9d86-f409a86a0314.jpg,fist,fist,0.9946,0.960,284.875,0.008,285.843,1
b82991b8-2f05-4330-ba9a-5e57cea43860.jpg,one,one,1.0000,0.960,284.875,0.008,285.843,1
937c33d0-a1e0-4880-a6dd-14c322a7db16.jpg,fist,fist,1.0000,0.960,284.875,0.008,285.843,1
17ee92ad-96c4-4419-98c8-5ac0ed7e4ecd.jpg,pinkie,pinkie,1.0000,0.960,284.875,0.008,285.843,1
eeb249f4-0696-4d71-84ae-f12c0c9b70af.jpg,pinkie,pinkie,1.0000,0.960,284.874,0.008,285.843,1
2444531e-be30-4f7e-a3b9-97c296b0b9ad.jpg,rock,rock,0.9858,0.960,284.874,0.008,285.842,1
85f9dea5-4721-40a3-b615-db7e18291507.jpg,fist,fist,1.0000,0.960,284.875,0.008,285.843,1
e0ee2966-5c4f-4d94-8368-11329026112e.jpg,rock,rock,0.8166,0.960,284.874,0.008,285.843,1
f9143927-13d5-4405-a5a7-599ff5d5ac72.jpg,palm,palm,1.0000,0.960,284.875,0.008,285.843,1
e1d1f45a-1e58-49b1-ac2a-45c6dd018b27.jpg,rock,rock,1.0000,0.960,284.875,0.008,285.843,1
e15c04b6-63e1-4703-ab65-ed473ea97ecf.jpg,palm,palm,0.9478,0.960,284.875,0.008,285.843,1
9deaf9aa-c2a2-469b-bc4b-39e3efd28cc4.jpg,others,others,0.6704,0.960,284.874,0.008,285.842,1
c8486e87-9315-4312-a422-de61281f93fa.jpg,one,one,0.9958,0.960,284.875,0.008,285.843,1
e5209eef-0d88-4f0f-86cf-cdae0c8a171d.jpg,fist,fist,0.6284,0.960,284.874,0.008,285.842,1
d42f05e7-9b07-4cba-b663-88537f2aa9b2.jpg,pinkie,pinkie,1.0000,0.960,284.875,0.008,285.843,1
420d3aaa-94a9-4422-ab15-89635a5c5fb2.jpg,one,one,0.9996,0.960,284.875,0.008,285.843,1
dacaaf6a-d5a4-4ab2-b688-ab3a2fa4c2c1.jpg,palm,palm,0.9999,0.960,284.874,0.008,285.843,1
8fb8ebfe-ee11-45ef-a45e-2018ccff4f4b.jpg,rock,rock,0.9987,0.960,284.875,0.008,285.843,1
50b18dac-e83f-417a-98f9-5695649109ed.jpg,others,others,0.8627,0.960,284.875,0.008,285.843,1
111ad805-6584-4c25-92e6-1f61396baa42.jpg,palm,palm,0.9999,0.960,284.875,0.008,285.843,1
3cb38516-5146-4dc9-94ca-7d6a218549df.jpg,fist,fist,0.9924,0.960,284.874,0.008,285.843,1
11768b80-7a32-4879-9629-5fdc42ba706b.jpg,others,others,0.9374,0.960,284.874,0.008,285.842,1
fedccca2-9f38-4c3b-a1ff-c8d5f24ecda4.jpg,rock,rock,0.9677,0.960,284.874,0.008,285.842,1
57bc9d0f-4fef-4d23-8fb1-f7c4686999fa.jpg,rock,rock,0.5401,0.960,284.874,0.008,285.842,1
5c367e26-5745-448e-b509-6828ccffbd02.jpg,one,one,0.9935,0.960,284.874,0.008,285.843,1
ac1d7c74-262e-41e6-aa07-d2c0b4f37e27.jpg,one,one,0.9996,0.960,284.875,0.008,285.843,1
d6187281-fe91-4ae4-beee-2e46a2ae3778.jpg,others,others,0.9716,0.960,284.874,0.008,285.842,1
d3312279-39a1-4301-afad-19e639a51086.jpg,pinkie,pinkie,0.8810,0.960,284.874,0.008,285.843,1
5d0fbd9b-7700-42e9-b195-91d930a6f595.jpg,rock,rock,1.0000,0.960,284.874,0.008,285.843,1
5c7306fe-efa0-4293-97aa-ea45301c3083.jpg,pinkie,pinkie,0.7179,0.960,284.874,0.008,285.842,1
57868fd6-168b-43a6-8a97-22b0961bbd2a.jpg,rock,rock,0.9975,0.960,284.875,0.008,285.843,1
99695419-0730-4eca-9874-ffd7664c1adf.jpg,pinkie,pinkie,0.9949,0.960,284.875,0.008,285.843,1
c2b3f896-61c7-42a1-b2d2-4e42d8417712.jpg,others,others,1.0000,0.960,284.874,0.008,285.842,1
9dc80ecf-c295-4bba-894a-bec78751b02d.jpg,palm,palm,0.9809,0.960,284.874,0.008,285.842,1
4656be65-a9e2-49be-a06a-1a7b5d280f2d.jpg,others,others,0.9065,0.960,284.874,0.008,285.842,1
443c16ac-79ea-4c82-a6eb-f2a7db821dcf.jpg,fist,fist,0.6929,0.960,284.875,0.008,285.843,1
882d070b-cd8a-49e9-a75f-3cdc845b4082.jpg,fist,fist,1.0000,0.960,284.875,0.008,285.843,1
4ad57637-875c-4f85-b246-0f76b1e9cf9e.jpg,palm,palm,0.9926,0.960,284.875,0.008,285.843,1
c5dddfcd-755d-4bff-a801-ba835eb815f1.jpg,palm,palm,1.0000,0.960,284.875,0.008,285.843,1
ce1972eb-a7a0-4b0b-b555-df9be43aa938.jpg,others,others,0.8502,0.960,284.875,0.008,285.843,1
03e4185b-bb84-4e9a-be1d-5f6e4a1a2e14.jpg,fist,fist,0.9977,0.960,284.875,0.008,285.843,1
b79d1beb-5a53-401f-b5be-48ceaf691fc7.jpg,pinkie,pinkie,1.0000,0.960,284.875,0.008,285.843,1
391457f5-8d54-4f3f-9085-0668ef25d5a1.jpg,others,others,0.9782,0.960,284.875,0.008,285.843,1
accd1fd9-2e26-4dfa-bcd4-99f7510cdade.jpg,pinkie,pinkie,1.0000,0.960,284.874,0.008,285.843,1
f3ed0b7f-4962-4dd1-8c9d-66515c5d54ba.jpg,pinkie,pinkie,0.9988,0.960,284.875,0.008,285.843,1
524526db-8a3d-4306-99a5-e5c0c3d645a9.jpg,rock,rock,0.9997,0.960,284.875,0.008,285.843,1
364f3bd0-c225-474e-a93b-a39e32268cea.jpg,palm,palm,1.0000,0.960,284.874,0.008,285.842,1
db90d307-61b8-4bac-92ee-c1a6c8ad8125.jpg,one,one,0.7067,0.960,284.874,0.008,285.842,1
2d3d3f00-5d9c-407e-8ee6-b51d10ff8dc6.jpg,rock,rock,1.0000,0.960,284.875,0.008,285.843,1
597c1f31-3a59-4ec9-9139-dafc7d7155b2.jpg,palm,palm,1.0000,0.960,284.874,0.008,285.843,1
a3051f4b-ddd3-4215-93cd-67eed36f1663.jpg,pinkie,pinkie,0.9417,0.960,284.874,0.008,285.843,1
e95ec0e5-e7ec-46d1-ae7b-c3652dd40d5e.jpg,fist,fist,1.0000,0.960,284.874,0.008,285.843,1
d4d3812e-98d2-496e-b982-c28f7e461ef7.jpg,fist,fist,1.0000,0.960,284.874,0.008,285.842,1
ed9563e3-d57b-4e7c-98b5-31f29d58ea04.jpg,palm,palm,1.0000,0.960,284.875,0.008,285.843,1
5be0b4b7-133b-4385-b8e0-cbe6c899d90a.jpg,fist,fist,0.9940,0.960,284.875,0.008,285.843,1
1c32415b-8ed8-4cb2-81dd-fce04763b03f.jpg,palm,palm,0.9999,0.960,284.874,0.008,285.842,1
6bdbf697-812a-4b49-9ab4-c43b02d24080.jpg,palm,palm,1.0000,0.960,284.875,0.008,285.843,1
978b059f-4a02-4dda-902e-eaceb44b421d.jpg,others,others,0.9874,0.960,284.874,0.008,285.842,1
50794ef4-465c-4b37-a7b1-9d61eedade54.jpg,palm,palm,1.0000,0.960,284.874,0.008,285.843,1
a92f2c21-b353-42be-b3f1-ffd48116a1ae.jpg,pinkie,pinkie,0.9629,0.960,284.875,0.008,285.843,1
5a43257f-4585-44ac-9157-3aa0285f5837.jpg,palm,palm,0.9931,0.960,284.875,0.008,285.843,1
589e754b-ba79-47d8-8ccf-a30ae6d248b2.jpg,pinkie,pinkie,0.9855,0.960,284.875,0.008,285.843,1
011346c4-3141-436b-be8d-2eca66fa76cc.jpg,palm,palm,1.0000,0.960,284.875,0.008,285.843,1
ad6abbf8-ec2d-4efb-8ce7-866b9e7797e7.jpg,others,others,0.9490,0.960,284.875,0.008,285.843,1
234953e8-3c43-493a-b6e0-8864464c1c15.jpg,others,others,0.9894,0.960,284.874,0.008,285.843,1
7fd805d2-3b77-419a-9110-a8fac2e85ab9.jpg,pinkie,pinkie,0.7444,0.960,284.874,0.008,285.842,1
68379866-28cc-4cce-a3be-3ad5463d9598.jpg,others,others,0.8216,0.960,284.874,0.008,285.843,1
d5d0cdad-6079-4e5e-817f-8ca280adafff.jpg,palm,palm,0.9973,0.960,284.874,0.008,285.843,1
53b827da-1fa4-4990-9154-b5b1936835ca.jpg,pinkie,pinkie,0.9998,0.960,284.875,0.008,285.843,1
bd161a21-535c-40f0-8426-3f1d01c209a9.jpg,others,others,0.4119,0.960,284.874,0.008,285.842,1
f9775ad2-563d-4d3f-b53c-388008817dd6.jpg,pinkie,pinkie,0.9881,0.960,284.874,0.008,285.842,1
eb788116-d930-4ee3-9d30-36386e3231de.jpg,palm,palm,0.9997,0.960,284.874,0.008,285.842,1
5fe0a245-2a1a-458f-8711-044a577b851b.jpg,palm,palm,0.9955,0.960,284.875,0.008,285.843,1
a7371e94-b391-41f4-9dd4-f09d1336964c.jpg,palm,palm,0.9961,0.960,284.874,0.008,285.843,1
cef64872-774b-45ff-8bb8-aa40a43db095.jpg,fist,fist,0.9997,0.960,284.875,0.008,285.843,1
c81d059e-d168-423e-86d7-952f6f9b6655.jpg,fist,fist,1.0000,0.960,284.875,0.008,285.843,1
40a7c09d-6588-4a13-b875-dd0f572de358.jpg,one,one,0.7051,0.960,284.875,0.008,285.843,1
fe156381-fca3-4795-8d4b-ffc58a7bf8d3.jpg,fist,fist,1.0000,0.960,284.875,0.008,285.843,1
abc04d9b-612f-445c-a3bf-74efc9203744.jpg,others,others,0.9231,0.960,284.874,0.008,285.843,1
e7490240-deb2-49d8-8202-e17610442f3a.jpg,one,one,0.9473,0.960,284.874,0.008,285.843,1
43eb6ecc-166d-4a76-97e2-9e2cbce2d535.jpg,others,others,0.6575,0.960,284.874,0.008,285.842,1
d61d9e51-a9e6-4981-9508-b69ced4ab33d.jpg,palm,palm,0.9970,0.960,284.875,0.008,285.843,1
20506c87-acdf-481b-b8a9-11cfe600136e.jpg,one,one,0.9998,0.960,284.874,0.008,285.843,1
743012f1-62ba-4196-9a62-3da2c5cb5490.jpg,others,others,0.9086,0.960,284.875,0.008,285.843,1
6b3567cf-807b-4bba-b93f-eaf7e42ea117.jpg,palm,palm,1.0000,0.960,284.874,0.008,285.843,1
7bdfd81e-0b11-49af-8e53-ada3f7c510b2.jpg,others,others,0.7923,0.960,284.874,0.008,285.842,1
b6f6ef65-eeb7-4045-87aa-192d94b9ee5c.jpg,others,fist,0.5855,0.960,284.875,0.008,285.843,0
65e05695-4d41-46b6-85bf-ea667174e9a6.jpg,others,others,0.7766,0.960,284.874,0.008,285.843,1
1bc51f54-16d5-4e03-923c-805e1294847c.jpg,one,one,0.9631,0.960,284.874,0.008,285.842,1
59c1abd6-fc90-4b60-8084-daa2c3e28ead.jpg,fist,fist,1.0000,0.960,284.875,0.008,285.843,1
8e94a873-f343-4e57-a0d5-754f357ed805.jpg,palm,palm,1.0000,0.960,284.875,0.008,285.843,1
38e3b2a8-5a1c-47e2-b4fa-aea3bf8bfd38.jpg,one,one,0.9996,0.960,284.874,0.008,285.842,1
32c6ba21-0aab-4fbb-a05c-6d56d3d96558.jpg,rock,rock,0.9999,0.960,284.874,0.008,285.842,1
ca76cd21-d625-4543-a0d0-4c3ce12879c3.jpg,rock,rock,1.0000,0.960,284.874,0.008,285.842,1
fa251e26-ef1a-479c-9f43-54041e728186.jpg,palm,palm,0.9998,0.960,284.875,0.008,285.843,1
adb89b31-2385-408c-8351-f03846352497.jpg,one,one,0.9999,0.960,284.874,0.008,285.842,1
14a5e9ac-180b-4ba5-9051-970690d9b02a.jpg,pinkie,pinkie,0.9804,0.960,284.874,0.008,285.842,1
97472ca2-83f5-4545-9ba7-c520dfdf6e8f.jpg,one,one,0.9959,0.960,284.875,0.008,285.843,1
32060405-7411-4184-a9e7-2b43e2654432.jpg,others,others,0.9995,0.960,284.874,0.008,285.842,1
bb63a7f2-962a-4860-a561-9ffcab49972a.jpg,pinkie,pinkie,0.9985,0.960,284.874,0.008,285.842,1
9b5b54b0-272b-4f25-a8f7-e169f0c89e2d.jpg,palm,palm,1.0000,0.960,284.874,0.008,285.843,1
834b8432-8691-4d63-8f5d-63fe90cfe1c5.jpg,others,others,0.9829,0.960,284.874,0.008,285.843,1
58542aea-1720-4017-833f-55caf3a2b5d6.jpg,fist,fist,0.9969,0.960,284.875,0.008,285.843,1
247d4229-bd39-42a2-b1b2-96c093732188.jpg,pinkie,pinkie,1.0000,0.960,284.875,0.008,285.843,1
c5276ccf-9b17-4fa5-b68c-bb97847b54a6.jpg,one,one,0.8183,0.960,284.874,0.008,285.842,1
bbc399a3-ac66-4b1c-97bb-cc7e31032181.jpg,others,others,0.9055,0.960,284.874,0.008,285.842,1
0deb2b12-02a2-402e-aa2f-9e844a07adbf.jpg,rock,rock,1.0000,0.960,284.875,0.008,285.843,1
382247d5-bc8c-4022-ac11-7f70b1acb8f7.jpg,rock,rock,0.9959,0.960,284.874,0.008,285.842,1
fef3f009-f74a-426f-9bb9-05cbcc014f82.jpg,palm,palm,0.9630,0.960,284.874,0.008,285.843,1
3f398997-fb27-4a99-9d6c-7f908a6052a5.jpg,one,one,1.0000,0.960,284.874,0.008,285.843,1
05ffda3f-1f66-43fd-a328-79ee439e4ca1.jpg,others,others,0.9664,0.960,284.874,0.008,285.842,1
8e652ba6-5f56-4da7-bbc0-7054db3a8e3e.jpg,pinkie,pinkie,0.9999,0.960,284.875,0.008,285.843,1
fa764b62-beed-4be7-ab20-7f8a93385b3e.jpg,rock,rock,0.5278,0.960,284.874,0.008,285.843,1
ad14ab8b-08dd-431d-a661-34fb7a708940.jpg,one,one,0.9658,0.960,284.875,0.008,285.843,1
c6f7b5bb-a136-4e14-9e40-ae95132eafdc.jpg,others,one,0.8047,0.960,284.874,0.008,285.843,0
933e7138-326e-486b-b3a5-a0ab866f91cd.jpg,one,one,0.9997,0.960,284.874,0.008,285.842,1
646cc724-eddc-4ba2-8fd6-0d235e07f507.jpg,palm,palm,0.9994,0.960,284.875,0.008,285.843,1
5b4d890f-1afe-48bf-9e29-69c87251d621.jpg,rock,rock,0.8586,0.960,284.874,0.008,285.843,1
2494f6ec-9fcb-4a2b-b6a2-d3d20d3af0ae.jpg,pinkie,pinkie,0.9953,0.960,284.874,0.008,285.842,1
4ffdcedf-5928-4917-aeb7-c90902ec3866.jpg,pinkie,pinkie,1.0000,0.960,284.874,0.008,285.843,1
dd20ae4b-e99c-486f-a40f-9dffca151a08.jpg,others,others,0.9998,0.960,284.874,0.008,285.842,1
dbcefdbe-2467-4507-b71b-a51f6bb9f5fe.jpg,rock,rock,0.9937,0.960,284.874,0.008,285.842,1
555034da-fd4e-49e5-9df7-71095147c895.jpg,pinkie,pinkie,1.0000,0.960,284.875,0.008,285.843,1
576dc77c-c36c-4f00-aa67-7b743b9788c1.jpg,others,others,0.9095,0.960,284.874,0.008,285.843,1
f9467fe3-9aa9-434a-ad65-bdabfd6f5250.jpg,pinkie,pinkie,0.7546,0.960,284.874,0.008,285.842,1
9f1ec48b-17af-4499-b065-9cb9a28ba896.jpg,rock,rock,0.9999,0.960,284.875,0.008,285.843,1
572f69b6-ade0-44aa-96d4-0eca5acebce3.jpg,fist,fist,1.0000,0.960,284.875,0.008,285.843,1
200d82f6-de13-4c18-a98a-c5512d9fa958.jpg,pinkie,others,0.6431,0.960,284.874,0.008,285.843,0
ee841d0a-d48a-41ef-8f3b-0268705985dc.jpg,one,one,0.9814,0.960,284.875,0.008,285.843,1
0cbfc998-6f22-4f23-97ed-eff0de752d06.jpg,one,one,0.9977,0.960,284.875,0.008,285.843,1
25f1ec3d-bf92-4f8d-8b99-db4d818c16fc.jpg,fist,fist,1.0000,0.960,284.875,0.008,285.843,1
6a4fea19-1433-43e4-addf-b673f3e33f6e.jpg,fist,fist,1.0000,0.960,284.875,0.008,285.843,1
d7644e7a-7851-4dbd-81a5-0adc5e2cfb08.jpg,one,one,0.8394,0.960,284.874,0.008,285.842,1
03185048-a9c3-4535-b118-58e8a491c122.jpg,rock,rock,1.0000,0.960,284.874,0.008,285.843,1
c4a74455-4be1-43ac-b52b-8b179099a88e.jpg,palm,palm,1.0000,0.960,284.875,0.008,285.843,1
eba1e803-b53b-4084-b1d5-8ee96373201f.jpg,palm,others,0.5992,0.960,284.875,0.008,285.843,0
edf53371-1581-478f-aee9-3163b900767c.jpg,others,others,0.8520,0.960,284.874,0.008,285.843,1
db3a1a27-dcf7-4a7e-a760-033a33ceb6eb.jpg,palm,palm,1.0000,0.960,284.874,0.008,285.843,1
235b9448-c5e0-4856-89e4-b0e61be2b647.jpg,others,others,0.5934,0.960,284.874,0.008,285.842,1
41defa05-b9ad-411c-bdc4-b5e9be1affd4.jpg,others,others,0.9337,0.960,284.874,0.008,285.843,1
bc3a8377-5bd7-46e6-97cc-486b17c89572.jpg,fist,fist,1.0000,0.960,284.875,0.008,285.843,1
e4e6c95f-7053-4928-aa14-6d708830d776.jpg,pinkie,pinkie,1.0000,0.960,284.875,0.008,285.843,1
a89f535d-f49b-460f-936b-0085a1006a36.jpg,rock,rock,0.9998,0.960,284.874,0.008,285.842,1
c025e2a4-e640-4448-ac8d-7c2537457d85.jpg,pinkie,one,0.7568,0.960,284.874,0.008,285.842,0
1678c446-e208-49e2-b1df-9be64069e3d6.jpg,fist,fist,0.9997,0.960,284.875,0.008,285.843,1
489ecb48-062c-4f1a-a9a1-e712f9ffd8ed.jpg,pinkie,pinkie,0.6664,0.960,284.875,0.008,285.843,1
59a3b176-782e-4cbf-841d-112adeb50a65.jpg,palm,palm,0.9511,0.960,284.875,0.008,285.843,1
d5ad3644-2038-4c2c-9e93-c72d8983b793.jpg,rock,rock,0.9682,0.960,284.875,0.008,285.843,1
38f63fb1-b101-4bda-93fd-eec2e87cbb37.jpg,fist,fist,0.9576,0.960,284.874,0.008,285.843,1
d9325611-5acf-4944-a092-97cb34baa5c2.jpg,pinkie,pinkie,0.8438,0.960,284.875,0.008,285.843,1
c68ac6bb-7420-4b71-82d5-c278e2333bde.jpg,pinkie,pinkie,1.0000,0.960,284.875,0.008,285.843,1
dde829b7-f925-4480-87e6-202a9abf0395.jpg,others,others,0.9533,0.960,284.874,0.008,285.843,1
dd3e1954-e6a0-4f54-ba46-23a5089b510e.jpg,one,one,1.0000,0.960,284.874,0.008,285.843,1
c42a21eb-d272-4fdf-b319-b35019d52f5f.jpg,palm,palm,1.0000,0.960,284.875,0.008,285.843,1
3675fd1e-d94f-4720-8614-17e09ecc8da1.jpg,one,one,0.8660,0.960,284.874,0.008,285.842,1
c946fe19-ef91-4c2d-89bc-a1a0bf5a492f.jpg,rock,rock,1.0000,0.960,284.874,0.008,285.843,1
6ddfa3ba-67fc-4823-9941-98f1ab25554a.jpg,palm,palm,0.9997,0.960,284.874,0.008,285.842,1
abec5ff5-55ad-456e-a5f5-0dd51f4813bc.jpg,palm,palm,0.9999,0.960,284.874,0.008,285.843,1
3b57456c-c96d-46bf-bcfc-6e8efd992d57.jpg,fist,fist,1.0000,0.960,284.875,0.008,285.843,1
04e9f6f1-2e39-4033-8430-74dc8c19f568.jpg,palm,palm,0.9421,0.960,284.874,0.008,285.842,1
fcb9bfe5-ce55-4e87-87c0-0263134e2286.jpg,others,others,0.9791,0.960,284.874,0.008,285.843,1
246e1382-e1e2-4533-8c26-6605ad229aa1.jpg,others,others,0.9881,0.960,284.874,0.008,285.842,1
40a70651-a399-4d1a-add4-9dce9506e5f6.jpg,one,one,0.9888,0.960,284.874,0.008,285.843,1
5ca3269b-6b3e-458a-9a00-80619c94f7d7.jpg,pinkie,pinkie,0.9994,0.960,284.875,0.008,285.843,1
fc065cca-127a-4db3-bd08-14bad796ace5.jpg,others,others,0.8328,0.960,284.875,0.008,285.843,1
507540fa-ebf3-4cad-9434-2f7633ab3598.jpg,others,others,0.7039,0.960,284.874,0.008,285.842,1
2d28417c-1006-476f-9d6c-5b3cb65684ad.jpg,one,rock,0.8718,0.960,284.874,0.008,285.842,0
6d548806-e1a8-4146-9b6f-d9856563e9f7.jpg,palm,palm,1.0000,0.960,284.874,0.008,285.843,1
abb6b796-0499-4cad-a3d0-ecde2523089f.jpg,others,one,0.6045,0.960,284.874,0.008,285.843,0
cdb45f07-9805-421d-a89e-c3609f39b5df.jpg,fist,fist,1.0000,0.960,284.875,0.008,285.843,1
161b95bb-01fc-405f-9646-049babed69e0.jpg,fist,fist,0.9999,0.960,284.874,0.008,285.843,1
51edf726-b6aa-41ee-b7fe-9743d2a49c74.jpg,fist,fist,1.0000,0.960,284.875,0.008,285.843,1
1f324dd4-932e-4544-b2a7-16499b5c82d3.jpg,rock,rock,0.9997,0.960,284.875,0.008,285.843,1
335a959a-4341-439f-ad67-2a0107d98d88.jpg,palm,palm,0.9776,0.960,284.874,0.008,285.843,1
dac5886b-05bd-4d79-a2f7-e415bf6ed651.jpg,rock,one,0.4792,0.960,284.875,0.008,285.843,0
030b87de-bcc6-403b-b471-3e828ec20b67.jpg,palm,palm,0.6316,0.960,284.874,0.008,285.842,1
6dad4a7f-1532-4541-9a57-c1f9a9350793.jpg,pinkie,pinkie,0.9988,0.960,284.875,0.008,285.843,1
3ad751ab-ee80-4417-8579-bb367ed8bb34.jpg,fist,fist,0.9856,0.960,284.875,0.008,285.843,1
45eb631d-6f0d-4433-8a3d-f55bbb489b6a.jpg,rock,rock,0.9753,0.960,284.874,0.008,285.842,1
31979f4c-d866-4bea-aee3-0fc4de74c52b.jpg,fist,fist,0.9993,0.960,284.874,0.008,285.842,1
c11bfe10-0754-47c5-a120-ad0879fe5190.jpg,fist,fist,0.9998,0.960,284.875,0.008,285.843,1
a69d3ee2-818f-4cae-8c5f-9195a423d76e.jpg,others,others,0.9746,0.960,284.874,0.008,285.842,1
493a5ba4-8771-42ad-8869-5b4169f62a01.jpg,pinkie,pinkie,0.9998,0.960,284.874,0.008,285.843,1
c84c1b5f-0436-437c-b5d4-eae5e5ab6b92.jpg,pinkie,pinkie,0.9641,0.960,284.874,0.008,285.842,1
dc811d9e-9ee1-4c1a-ac24-7c6e6c212236.jpg,rock,one,0.6349,0.960,284.874,0.008,285.843,0
884d7790-849e-45e8-b68f-b324dbb34efd.jpg,pinkie,pinkie,0.5135,0.960,284.874,0.008,285.842,1
ad3f4423-4237-4009-b219-cd999c140162.jpg,rock,rock,0.9992,0.960,284.874,0.008,285.842,1
5253ae95-8d2a-4e47-8c71-650cb26356b2.jpg,fist,fist,1.0000,0.960,284.874,0.008,285.842,1
6a251ab9-1185-4524-a966-55ae9ec5896e.jpg,rock,pinkie,0.7269,0.960,284.875,0.008,285.843,0
9742b75c-2369-42f9-97fd-b13681995bac.jpg,others,rock,0.3746,0.960,284.875,0.008,285.843,0
de2292aa-98af-45d8-8e28-d3c5bef25982.jpg,rock,rock,0.7757,0.960,284.874,0.008,285.843,1
671f3b0d-81ca-42ff-8032-dcad64af47b4.jpg,pinkie,pinkie,0.9988,0.960,284.875,0.008,285.843,1
b1374882-4675-4781-8195-8399bc8b8e4b.jpg,rock,rock,0.7435,0.960,284.874,0.008,285.843,1
8b6beaa7-925b-4aae-9f5c-38e9c4c068d2.jpg,one,one,0.9876,0.960,284.875,0.008,285.843,1
